timestamp,segment,mode,tracking_mode,sample_rate,eyes_tracked,left_gaze_x,left_gaze_y,left_pupil,right_gaze_x,right_gaze_y,right_pupil,status,left_raw_px,left_raw_py,left_raw_pa,left_raw_width,left_raw_height,left_raw_crx,left_raw_cry,left_raw_crarea,left_raw_cr2x,left_raw_cr2y,left_raw_cr2area,right_raw_px,right_raw_py,right_raw_pa,right_raw_width,right_raw_height,right_raw_crx,right_raw_cry,right_raw_crarea,right_raw_cr2x,right_raw_cr2y,right_raw_cr2area,left_href_x,left_href_y,right_href_x,right_href_y,cal_target_index
860921,1,RECORD,CR,500,L,630.0,680.7,1165.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860923,1,RECORD,CR,500,L,630.3,680.2,1160.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860925,1,RECORD,CR,500,L,630.8,680.0,1160.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860927,1,RECORD,CR,500,L,630.7,680.2,1160.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860929,1,RECORD,CR,500,L,630.6,680.4,1161.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860931,1,RECORD,CR,500,L,630.5,680.8,1162.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860933,1,RECORD,CR,500,L,631.3,680.9,1161.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860935,1,RECORD,CR,500,L,632.1,679.7,1161.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860937,1,RECORD,CR,500,L,631.9,679.9,1160.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860939,1,RECORD,CR,500,L,631.9,681.2,1160.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860941,1,RECORD,CR,500,L,632.6,681.4,1159.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860943,1,RECORD,CR,500,L,632.4,682.0,1158.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860945,1,RECORD,CR,500,L,632.3,682.3,1158.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860947,1,RECORD,CR,500,L,632.5,681.9,1159.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860949,1,RECORD,CR,500,L,632.6,680.7,1159.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860951,1,RECORD,CR,500,L,632.7,681.3,1160.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860953,1,RECORD,CR,500,L,633.0,681.2,1161.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
